0.000000000000000000e+00;4.900000095367431641e-01;1.000000000000000000e+00;5.300000011920928955e-01;1.000000000000000000e+00
0.000000000000000000e+00;4.300000071525573730e-01;1.000000000000000000e+00;5.000000000000000000e-01;1.000000000000000000e+00
0.000000000000000000e+00;4.900000095367431641e-01;1.000000000000000000e+00;4.200000166893005371e-01;1.000000000000000000e+00
0.000000000000000000e+00;5.099999904632568359e-01;1.000000000000000000e+00;4.800000190734863281e-01;1.000000000000000000e+00
0.000000000000000000e+00;5.699999928474426270e-01;1.000000000000000000e+00;5.000000000000000000e-01;1.000000000000000000e+00
0.000000000000000000e+00;5.200000107288360596e-01;1.000000000000000000e+00;4.300000071525573730e-01;1.000000000000000000e+00
0.000000000000000000e+00;5.600000023841857910e-01;1.000000000000000000e+00;4.900000095367431641e-01;1.000000000000000000e+00
0.000000000000000000e+00;5.900000035762786865e-01;1.000000000000000000e+00;5.399999916553497314e-01;1.000000000000000000e+00
0.000000000000000000e+00;3.600000143051147461e-01;1.000000000000000000e+00;4.100000262260437012e-01;1.000000000000000000e+00
0.000000000000000000e+00;4.700000286102294922e-01;1.000000000000000000e+00;5.600000023841857910e-01;1.000000000000000000e+00
0.000000000000000000e+00;3.899999856948852539e-01;1.000000000000000000e+00;4.800000190734863281e-01;1.000000000000000000e+00
0.000000000000000000e+00;4.499999880790710449e-01;1.000000000000000000e+00;5.000000000000000000e-01;1.000000000000000000e+00
0.000000000000000000e+00;4.100000262260437012e-01;1.000000000000000000e+00;5.000000000000000000e-01;1.000000000000000000e+00
0.000000000000000000e+00;4.800000190734863281e-01;1.000000000000000000e+00;5.200000107288360596e-01;1.000000000000000000e+00
1.000000000000000000e+00;5.200000107288360596e-01;1.000000000000000000e+00;5.500000119209289551e-01;1.000000000000000000e+00
1.000000000000000000e+00;5.699999928474426270e-01;1.000000000000000000e+00;5.500000119209289551e-01;1.000000000000000000e+00
1.000000000000000000e+00;5.900000035762786865e-01;1.000000000000000000e+00;5.500000119209289551e-01;1.000000000000000000e+00
1.000000000000000000e+00;4.900000095367431641e-01;1.000000000000000000e+00;5.600000023841857910e-01;1.000000000000000000e+00
1.000000000000000000e+00;5.000000000000000000e-01;1.000000000000000000e+00;5.000000000000000000e-01;1.000000000000000000e+00
1.000000000000000000e+00;5.000000000000000000e-01;1.000000000000000000e+00;5.399999916553497314e-01;1.000000000000000000e+00
1.000000000000000000e+00;4.399999976158142090e-01;9.900000002235174179e-01;6.399999856948852539e-01;1.000000000000000000e+00
1.000000000000000000e+00;5.999999940395355225e-01;1.000000000000000000e+00;5.200000107288360596e-01;1.000000000000000000e+00
1.000000000000000000e+00;5.200000107288360596e-01;1.000000000000000000e+00;5.200000107288360596e-01;1.000000000000000000e+00
1.000000000000000000e+00;5.900000035762786865e-01;1.000000000000000000e+00;5.200000107288360596e-01;1.000000000000000000e+00
1.000000000000000000e+00;5.200000107288360596e-01;9.900000002235174179e-01;5.999999940395355225e-01;1.000000000000000000e+00
1.000000000000000000e+00;4.800000190734863281e-01;9.800000004470348358e-01;5.200000107288360596e-01;1.000000000000000000e+00
1.000000000000000000e+00;5.200000107288360596e-01;1.000000000000000000e+00;5.699999928474426270e-01;1.000000000000000000e+00
1.000000000000000000e+00;5.999999940395355225e-01;1.000000000000000000e+00;5.200000107288360596e-01;9.900000002235174179e-01
1.000000000000000000e+00;5.300000011920928955e-01;9.800000004470348358e-01;5.500000119209289551e-01;1.000000000000000000e+00
1.000000000000000000e+00;5.699999928474426270e-01;1.000000000000000000e+00;6.800000071525573730e-01;1.000000000000000000e+00
1.000000000000000000e+00;4.700000286102294922e-01;9.900000002235174179e-01;5.800000131130218506e-01;9.900000002235174179e-01
1.000000000000000000e+00;6.299999952316284180e-01;9.900000002235174179e-01;6.299999952316284180e-01;1.000000000000000000e+00
1.000000000000000000e+00;5.500000119209289551e-01;9.900000002235174179e-01;5.800000131130218506e-01;9.900000002235174179e-01
1.000000000000000000e+00;4.900000095367431641e-01;1.000000000000000000e+00;5.500000119209289551e-01;9.900000002235174179e-01
1.000000000000000000e+00;6.699999868869781494e-01;1.000000000000000000e+00;6.100000143051147461e-01;1.000000000000000000e+00
1.000000000000000000e+00;4.700000286102294922e-01;9.900000002235174179e-01;5.999999940395355225e-01;1.000000000000000000e+00
1.000000000000000000e+00;4.800000190734863281e-01;1.000000000000000000e+00;5.999999940395355225e-01;9.900000002235174179e-01
1.000000000000000000e+00;5.699999928474426270e-01;1.000000000000000000e+00;5.699999928474426270e-01;9.900000002235174179e-01
1.000000000000000000e+00;5.900000035762786865e-01;1.000000000000000000e+00;5.300000011920928955e-01;1.000000000000000000e+00
1.000000000000000000e+00;6.599999964237213135e-01;1.000000000000000000e+00;5.999999940395355225e-01;1.000000000000000000e+00
1.000000000000000000e+00;5.699999928474426270e-01;1.000000000000000000e+00;5.300000011920928955e-01;9.900000002235174179e-01
1.000000000000000000e+00;5.500000119209289551e-01;1.000000000000000000e+00;6.699999868869781494e-01;1.000000000000000000e+00
1.000000000000000000e+00;5.399999916553497314e-01;1.000000000000000000e+00;5.699999928474426270e-01;9.900000002235174179e-01
1.000000000000000000e+00;5.800000131130218506e-01;1.000000000000000000e+00;5.600000023841857910e-01;9.900000002235174179e-01
1.000000000000000000e+00;5.800000131130218506e-01;9.800000004470348358e-01;6.299999952316284180e-01;9.900000002235174179e-01
1.000000000000000000e+00;5.699999928474426270e-01;9.800000004470348358e-01;6.200000047683715820e-01;9.900000002235174179e-01
1.000000000000000000e+00;5.399999916553497314e-01;9.900000002235174179e-01;6.299999952316284180e-01;9.700000006705522537e-01
1.000000000000000000e+00;5.000000000000000000e-01;9.800000004470348358e-01;5.099999904632568359e-01;9.900000002235174179e-01
1.000000000000000000e+00;5.699999928474426270e-01;9.900000002235174179e-01;6.399999856948852539e-01;1.000000000000000000e+00
1.000000000000000000e+00;6.100000143051147461e-01;9.700000006705522537e-01;6.500000059604644775e-01;9.900000002235174179e-01
1.000000000000000000e+00;6.500000059604644775e-01;9.900000002235174179e-01;6.200000047683715820e-01;9.900000002235174179e-01
1.000000000000000000e+00;6.100000143051147461e-01;9.900000002235174179e-01;5.200000107288360596e-01;9.800000004470348358e-01
1.000000000000000000e+00;6.100000143051147461e-01;9.900000002235174179e-01;5.900000035762786865e-01;9.900000002235174179e-01
1.000000000000000000e+00;5.999999940395355225e-01;9.900000002235174179e-01;5.900000035762786865e-01;1.000000000000000000e+00
1.000000000000000000e+00;6.500000059604644775e-01;1.000000000000000000e+00;5.800000131130218506e-01;9.800000004470348358e-01
1.000000000000000000e+00;6.800000071525573730e-01;9.900000002235174179e-01;5.999999940395355225e-01;9.900000002235174179e-01
1.000000000000000000e+00;6.299999952316284180e-01;9.900000002235174179e-01;6.299999952316284180e-01;1.000000000000000000e+00
1.000000000000000000e+00;5.900000035762786865e-01;1.000000000000000000e+00;5.999999940395355225e-01;9.800000004470348358e-01
1.000000000000000000e+00;5.600000023841857910e-01;9.800000004470348358e-01;5.800000131130218506e-01;9.800000004470348358e-01
1.000000000000000000e+00;6.599999964237213135e-01;9.800000004470348358e-01;5.900000035762786865e-01;9.600000008940696716e-01
1.000000000000000000e+00;5.699999928474426270e-01;9.700000006705522537e-01;6.800000071525573730e-01;9.900000002235174179e-01
1.000000000000000000e+00;5.399999916553497314e-01;9.900000002235174179e-01;6.200000047683715820e-01;9.900000002235174179e-01
1.000000000000000000e+00;6.699999868869781494e-01;9.900000002235174179e-01;5.500000119209289551e-01;9.700000006705522537e-01
1.000000000000000000e+00;6.399999856948852539e-01;9.700000006705522537e-01;5.500000119209289551e-01;9.900000002235174179e-01
1.000000000000000000e+00;6.399999856948852539e-01;9.600000008940696716e-01;6.599999964237213135e-01;9.800000004470348358e-01
1.000000000000000000e+00;5.699999928474426270e-01;1.000000000000000000e+00;5.999999940395355225e-01;9.600000008940696716e-01
1.000000000000000000e+00;5.800000131130218506e-01;1.000000000000000000e+00;6.200000047683715820e-01;9.800000004470348358e-01
1.000000000000000000e+00;6.299999952316284180e-01;1.000000000000000000e+00;5.900000035762786865e-01;9.800000004470348358e-01
1.000000000000000000e+00;6.699999868869781494e-01;1.000000000000000000e+00;5.300000011920928955e-01;1.000000000000000000e+00
1.000000000000000000e+00;5.900000035762786865e-01;9.800000004470348358e-01;5.800000131130218506e-01;9.700000006705522537e-01
1.000000000000000000e+00;5.800000131130218506e-01;9.900000002235174179e-01;6.399999856948852539e-01;9.600000008940696716e-01
1.000000000000000000e+00;5.699999928474426270e-01;9.800000004470348358e-01;5.500000119209289551e-01;9.700000006705522537e-01
1.000000000000000000e+00;6.800000071525573730e-01;9.800000004470348358e-01;6.200000047683715820e-01;9.499999992549419403e-01
1.000000000000000000e+00;6.500000059604644775e-01;1.000000000000000000e+00;5.699999928474426270e-01;9.800000004470348358e-01
1.000000000000000000e+00;6.299999952316284180e-01;9.800000004470348358e-01;5.800000131130218506e-01;9.600000008940696716e-01
1.000000000000000000e+00;6.699999868869781494e-01;1.000000000000000000e+00;6.699999868869781494e-01;9.700000006705522537e-01
1.000000000000000000e+00;6.699999868869781494e-01;9.700000006705522537e-01;5.900000035762786865e-01;9.600000008940696716e-01
1.000000000000000000e+00;5.900000035762786865e-01;9.800000004470348358e-01;5.800000131130218506e-01;9.900000002235174179e-01
1.000000000000000000e+00;6.100000143051147461e-01;9.700000006705522537e-01;5.900000035762786865e-01;9.700000006705522537e-01
1.000000000000000000e+00;7.100000083446502686e-01;9.700000006705522537e-01;6.299999952316284180e-01;9.600000008940696716e-01
1.000000000000000000e+00;5.099999904632568359e-01;9.900000002235174179e-01;6.299999952316284180e-01;9.900000002235174179e-01
1.000000000000000000e+00;5.800000131130218506e-01;9.700000006705522537e-01;5.900000035762786865e-01;9.900000002235174179e-01
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
